doi;hal;ads_ok;ads_ko;ma_ok;xref_ok;xref_ko;scigraph;elsevier;plos;ma_ko
10.1051/e3sconf/20171609002;;;;1;;;;;;1
10.1021/acsami.6b15907;;;;1;;;;;;1
10.1021/acsmedchemlett.6b00446;;;;1;;;;;;1
10.1021/acs.inorgchem.6b03063;;;;1;;;;;;1
10.1021/acs.jpclett.7b00658;;;;1;;;;;;1
10.1021/acs.jpclett.6b02811;;;;1;;;;;;1
10.1021/acs.chemmater.7b00276;;;;1;;;;;;1
10.1021/acs.biochem.6b01048;;;;1;;;;;;1
10.1021/acs.chemmater.6b04699;;;;1;;;;;;1
10.1021/acs.est.6b05584;;;;1;;;;;;1
10.1038/nature22309;;;;1;;;1;;;1
10.15252/embj.201696173;;;;1;;;;;;1
10.1002/smll.201603777;1;;;1;;;;;;1
10.1073/pnas.1616166114;;;;1;;;;;;1
10.1111/febs.14003;;;;1;;;;;;1
10.1021/acs.jpcc.7b00364;;;;1;;;;;;1
10.1021/acs.jpclett.6b03026;;;;1;;;;;;1
10.1021/acs.jcim.7b00150;;;;1;;;;;;1
10.1021/acs.jpcb.7b02215;;;;1;;;;;;1
10.1002/admi.201700047;;;;1;;;;;;1
10.1080/08940886.2017.1267564;;;;1;;;;;;1
10.1038/s41598-017-00610-0;;;;1;;;1;;;1
10.1016/j.jcms.2017.05.019;;;;1;;;;1;;1
10.1038/ncomms14740;;;;1;;;1;;;1
10.1038/s41598-017-00402-6;;;;1;;;1;;;1
10.15252/embj.201694565;1;;;1;;;;;;1
10.1038/ncomms14393;;;;1;;;1;;;1
10.1038/srep43644;;;;1;;;1;;;1
10.1038/ncomms14205;;;;1;;;1;;;1
10.15252/embr.201643205;;;;1;;;;;;1
10.1073/pnas.1618401114;;;;1;;;;;;1
10.1038/nplants.2017.14;;;;1;;;1;1;;1
10.1126/science.aal1807;;;;1;;;;;;1
10.1002/polb.24325;;;;1;;;;;;1
10.1021/acs.nanolett.6b04036;;;;1;;;;;;1
10.1002/prot.25246;;;;1;;;;;;1
10.1002/xrs.2740;;;;1;;;;;;1
10.1002/xrs.2731;;;;1;;;;;;1
10.1111/febs.14010;;;;1;;;;;;1
10.1063/1.4975930;;;;1;;;;;;1
10.1088/1742-6596/794/1/012005;;;;1;;;;;;1
10.1098/rsob.160292;;;;1;;;;;;1
10.1080/0144235x.2017.1276726;;;;1;;;;;;
10.1039/c7nr07510c;;;;1;;;;;;
10.7717/peerj.3119;;;;1;;;;;;1
10.1021/acs.nanolett.7b00119;;;;1;;;;;;1
10.1016/j.celrep.2017.05.011;;;;1;;;;1;;1
10.1021/acs.chemmater.7b00554;;;;1;;;;;;1
10.1016/j.phpro.2017.06.013;;;;1;;;;1;;1
10.1016/j.carbpol.2017.06.011;;;;1;;;;1;;1
10.1016/j.ecoenv.2017.06.043;;;;1;;;;1;;1
10.1016/j.scriptamat.2017.06.016;;;;1;;;;1;;1
10.1111/jace.14670;1;;;1;;;;;;1
10.1002/cnma.201600297;;;;1;;;;;;1
10.1016/j.epsl.2017.05.024;1;;;1;;;;1;;1
10.1098/rsta.2016.0161;;;;1;;;;;;1
10.1126/science.aaj2239;;;;1;;;;;;1
10.1074/jbc.ra117.001095;;;;1;;;;;;
10.1088/1361-6463/aa6a94;;;;1;;;;;;1
10.1038/ncomms15856;;;;1;;;1;;;1
10.1016/j.ssi.2017.04.008;;;;1;;;;1;;1
10.1002/adfm.201700506;;;;1;;;;;;1
10.1016/j.advwatres.2017.06.002;;;;1;;;;1;;1
10.1016/j.ijbiomac.2017.04.014;;;;1;;;;1;;1
10.1016/j.ssi.2017.04.017;;;;1;;;;1;;1
10.1016/j.nima.2017.03.053;;;;1;;;;1;;1
10.1016/j.jsb.2016.11.004;;;;1;;;;1;;1
10.1016/j.gca.2017.04.010;;;;1;;;;1;;1
10.1016/j.polymer.2017.05.011;1;;;1;;;;1;;1
10.1016/j.jallcom.2017.04.158;;;;1;;;;1;;1
10.1016/j.ejmech.2017.04.035;;;;1;;;;1;;1
10.1016/j.apcatb.2017.04.032;;;;1;;;;1;;1
10.1016/j.molcel.2017.04.012;;;;1;;;;1;;1
10.1016/j.toxlet.2017.04.004;;;;1;;;;1;;1
10.1016/j.bpj.2017.02.017;;;;1;;;;1;;1
10.1016/j.cis.2017.04.013;;;;1;;;;1;;1
10.1016/j.virol.2017.04.032;;;;1;;;;1;;1
10.1016/j.archoralbio.2017.04.019;;;;1;;;;1;;1
10.1016/j.carbpol.2017.04.029;;;;1;;;;1;;1
10.1016/j.bpj.2017.02.038;;;;1;;;;1;;1
10.1016/j.cell.2017.05.033;;;;1;;;;1;;1
10.1016/j.jcat.2017.04.012;;;;1;;;;1;;1
10.1016/j.ssi.2017.04.006;;;;1;;;;1;;1
10.1016/j.bpj.2017.03.005;;;;1;;;;1;;1
10.1016/j.cell.2017.05.030;;;;1;;;;1;;1
10.1016/j.scriptamat.2017.05.022;;;;1;;;;1;;1
10.1016/j.jasrep.2017.05.042;;;;1;;;;1;;1
10.1021/acs.organomet.7b00115;;;;1;;;;;;1
10.1021/acs.biomac.7b00164;;;;1;;;;;;1
10.1021/jacs.7b02161;;;;1;;;;;;1
10.1038/ncomms15152;;;;1;;;1;;;1
10.1021/acs.cgd.7b00450;;;;1;;;;;;1
10.1038/s41598-017-01717-0;;;;1;;;1;;;1
10.1021/acs.jpcc.7b02604;;;;1;;;;;;1
10.1016/j.epsl.2017.06.019;1;;;1;;;;1;;1
10.1021/acs.jctc.7b00203;;;;1;;;;;;1
10.1039/c8ra06055j;;;;1;;;;;;
10.1209/0295-5075/117/56001;;;;1;;;;;;1
10.1038/ncomms15647;1;;;1;;;1;;;1
10.1021/acs.est.7b00946;1;;;1;;;;;;1
10.1038/s41598-017-03004-4;1;;;1;;;1;;;1
10.1038/s41598-017-02121-4;;;;1;;;1;;;1
10.1038/s41598-017-02893-9;1;;;1;;;1;;;1
10.1038/s41598-017-03014-2;1;;;1;;;1;;;1
10.1126/sciadv.1602952;;;;1;;;;;;1
10.1002/anie.201702440;;;;1;;;;;;1
10.1002/anie.201702260;;;;1;;;;;;1
10.1021/acs.inorgchem.7b00707;;;;1;;;;;;1
10.1021/acs.cgd.7b00340;;;;1;;;;;;1
10.1002/cphc.201700221;;;;1;;;;;;1
10.1002/cphc.201601198;;;;1;;;;;;1
10.1021/acs.macromol.7b00595;;;;1;;;;;;1
10.1073/pnas.1702229114;;;;1;;;;;;1
10.1021/acs.inorgchem.7b00207;;;;1;;;;;;1
10.1002/solr.201700066;;;;1;;;;;;1
10.1117/12.2264376;1;;;1;;;;;;1
10.1021/acs.analchem.6b04939;;;;1;;;;;;1
10.1117/12.2268072;;;;1;;;;;;1
10.1021/acs.jpcc.7b00821;;;;1;;;;;;1
10.1117/12.2266832;;;;1;;;;;;1
10.1021/jacs.7b01626;;;;;;;;;;1
10.1021/acs.cgd.7b00243;;;;1;;;;;;1
10.1021/acs.chemrev.6b00618;;;;1;;;;;;1
10.1021/acs.jpcb.7b01342;;;;1;;;;;;1
10.1021/acs.inorgchem.7b00013;;;;1;;;;;;1
10.1021/acs.jpcb.6b12596;;;;1;;;;;;1
10.1038/ncomms15482;1;;;1;;;1;;;1
10.1021/acs.jmedchem.7b00055;;;;1;;;;;;1
10.1021/acs.cgd.6b01875;;;;1;;;;;;1
10.1038/ncomms15411;;;;1;;;1;;;1
10.1088/1361-648x/aaa3b0;;;;1;;;;;;
10.1039/c7sm02433a;;;;1;;;;;;
10.1039/c7sc04788f;;;;1;;;;;;
10.1021/acschembio.7b00091;;;;1;;;;;;1
10.1038/s41598-017-01813-1;;;;1;;;1;;;1
10.1063/1.4982674;;;;1;;;;;;1
10.1109/nems.2017.8017113;;;;1;;;;;;
10.1121/1.4982824;;;;1;;;;;;1
10.1038/srep46738;;;;1;;;1;1;;1
10.1088/1361-6528/aa715a;;;;1;;;;;;1
10.1038/ncomms15075;;;;1;;;1;;;1
10.1038/s41598-017-03220-y;;;;1;;;1;;;1
10.1038/ncomms15726;;;;1;;;1;;;1
10.1038/s41598-017-01057-z;;;;1;;;1;;;1
10.1038/s41598-017-02769-y;;;;1;;;1;;;1
10.1038/s41598-017-02900-z;;;;1;;;1;;;1
10.1038/s41598-017-02953-0;;;;1;;;1;;;1
10.1038/srep46568;;;;1;;;1;;;1
10.1038/s41598-017-02179-0;;;;1;;;1;;;1
10.1038/s41598-017-02153-w;;;;1;;;1;;;1
10.1038/ncomms15638;;;;1;;;1;;;1
10.1021/acs.jmedchem.7b00267;;;;1;;;;;;1
10.1002/cbic.201700073;;;;1;;;;;;1
10.1002/chem.201700493;;;;1;;;;;;1
10.1371/journal.pone.0178752;;;;1;;;;;;1
10.15252/embj.201796540;;;;1;;;;;;1
10.1111/php.12761;;;;1;;;;;;1
10.1111/mmi.13649;;;;1;;;;;;1
10.1371/journal.pone.0176398;;;;1;;;;;;1
10.1371/journal.pone.0177161;1;;;1;;;;;1;1
10.1261/rna.059378.116;;;;1;;;;;;1
10.1371/journal.pone.0175815;;;;1;;;;;;1
10.1371/journal.ppat.1006400;;;;1;;;;;1;1
10.1371/journal.ppat.1006337;;;;1;;;;;1;1
10.1038/nchem.2764;;;;1;;;1;1;;1
10.1038/nmeth.4302;;;;1;;;1;;;1
10.1002/cbic.201700251;;;;1;;;;;;1
10.1002/pro.3171;;;;1;;;;;;1
10.1021/acs.jpcc.7b02054;;;;1;;;;;;1
10.1016/j.actamat.2017.07.007;;;;1;;;;1;;1
10.1016/j.powtec.2017.07.020;1;;;1;;;;1;;1
10.1016/j.compositesb.2017.07.017;;;;1;;;;1;;1
10.1021/acs.jpcc.7b02138;;;;1;;;;;;1
10.1002/adem.201700218;;;;1;;;;;;1
10.1021/acschemneuro.6b00452;;;;1;;;;;;1
10.1063/1.4985339;;;;1;;;;;;1
10.1016/j.bbagen.2017.05.015;;;;1;;;;1;;1
10.1038/s41467-017-00091-9;;;;1;;;1;;;1
10.1021/acs.est.6b06534;;;;1;;;;;;1
10.1080/08940886.2017.1316132;;;;1;;;;;;1
10.1098/rsos.170214;;;;1;;;;;;1
10.1021/acs.inorgchem.7b01001;;;;1;;;;;;1
10.1080/00393630.2015.1131478;;;;1;;;;;;1
10.1038/nchem.2771;;;;1;;;1;;;1
10.1088/1742-6596/849/1/012001;;;;;;;;;;1
10.1038/ncomms15909;;;;1;;;1;;;1
10.1021/acs.jpclett.7b01133;;;;1;;;;;;1
10.1038/s41598-017-04271-x;1;;;1;;;1;;;1
10.1021/acs.chemmater.7b01214;;;;1;;;;;;1
10.1021/jacs.7b01622;;;;1;;;;;;1
10.1038/s41598-017-03548-5;1;;;1;;;1;;;1
10.1021/acs.macromol.7b00727;;;;1;;;;;;1
10.1021/acs.macromol.7b00553;;;;1;;;;;;1
10.1021/acs.jpcb.7b03510;;;;1;;;;;;1
10.1038/s41598-017-03537-8;;;;1;;;1;;;1
10.1038/ncomms15425;;;;1;;;1;;;1
10.1016/j.engfracmech.2017.07.027;;;;1;;;;1;;1
10.1021/acsmacrolett.7b00328;;;;1;;;;;;1
10.1002/anie.201703215;;;;1;;;;;;1
10.1111/jace.14869;;;;1;;;;;;1
10.1038/nature22064;;;;1;;;1;;;1
10.1111/jth.13650;;;;1;;;;;;1
10.1021/jacs.7b02642;;;;1;;;;;;1
10.1038/nsmb.3427;;;;1;;;1;;;1
10.1088/1742-6596/849/1/012008;;;;1;;;;;;1
10.1038/ncomms15827;;;;1;;;1;;;1
10.1146/annurev-biochem-061516-044617;;;;1;;;;;;1
10.1002/zaac.201700074;;;;1;;;;;;1
10.1002/cctc.201601672;1;;;1;;;;;;1
10.1002/chem.201604889;;;;1;;;;;;1
10.2134/jeq2017.01.0023;1;;;1;;;;;;1
10.1021/acs.jpcc.6b10715;;;;1;;;;;;1
10.1038/nature22972;;;;1;;;1;;;1
10.1039/c8fo00148k;;;;1;;;;;;
10.1038/ncomms15907;;;;1;;;1;;;1
10.3390/ma10070717;;;;1;;;;;;1
10.1038/s41598-017-04441-x;;;;1;;;1;;;1
10.3390/v9070168;;;;1;;;;;;1
10.1098/rsob.170078;;;;1;;;;;;1
10.1126/sciimmunol.aan1457;;;;1;;;;;;1
10.1038/ncomms15720;;;;1;;;1;;;1
10.1021/acs.macromol.7b00720;;;;1;;;;;;1
10.1039/c7qi00389g;1;;;1;;;;;;
10.1021/acs.inorgchem.7b00035;;;;1;;;;;;1
10.1038/nmicrobiol.2017.103;1;;;1;;;1;;;1
10.1021/acs.inorgchem.7b00553;;;;1;;;;;;1
10.1038/s41598-017-04539-2;;;;1;;;1;;;1
10.1021/acs.macromol.7b00197;;;;1;;;;;;1
10.1021/acs.macromol.7b00475;;;;1;;;;;;1
10.1021/acs.jmedchem.7b00401;;;;;;;;;;1
10.1038/s41598-017-03323-6;;;;1;;;1;;;1
10.1021/acs.biochem.7b00282;;;;1;;;;;;1
10.1063/1.4986778;;;;1;;;;;;1
10.1038/s41598-017-04518-7;;;;1;;;1;;;1
10.1038/ncomms15746;;;;1;;;1;1;;1
10.1038/s41598-017-03751-4;;;;1;;;1;;;1
10.1038/s41598-017-04345-w;;;;1;;;1;;;1
10.1186/s11671-017-2213-7;;;;1;;;;;;1
10.1093/glycob/cww113;;;;1;;;;;;1
10.1002/ajpa.23228;;;;1;;;;;;1
10.1051/epjconf/201714002006;;;;1;;;;;;1
10.1038/ncomms16113;;;;1;;;1;;;1
10.1021/acs.jpcb.7b04238;;;;1;;;;;;1
10.1021/acs.jpcc.7b04152;;;;1;;;;;;1
10.1371/journal.pone.0179235;;;;1;;;;;;1
10.1117/12.2269452;;;;1;;;;;;1
10.1063/1.4989688;;;;1;;;;;;1
10.1111/arcm.12282;;;;1;;;;;;1
10.3762/bjoc.13.114;;;;1;;;;;;1
10.1007/s10904-016-0486-4;;;;1;;;1;;;1
10.1080/08940886.2017.1316129;;;;1;;;;;;1
10.1007/s10570-017-1334-6;;;;1;;;1;;;1
10.1007/s10822-017-0022-9;;;;1;;;1;;;1
10.1007/s00397-017-1012-5;;;;1;;;1;;;1
10.1186/s40679-016-0036-8;;;;1;;;;1;;1
10.1007/s00775-017-1437-4;;;;1;;;1;;;1
10.1117/12.2269374;;;;1;;;;;;1
10.1007/s10930-017-9709-y;;;;1;;;1;;;1
10.1002/anie.201704616;;;;1;;;;;;1
10.1080/15257770.2017.1287378;;;;1;;;;;;1
10.1080/14756366.2016.1268607;;;;1;;;;1;;1
10.1080/23311940.2017.1327697;;;;1;;;;;;1
10.1080/08912963.2016.1227327;;;;1;;;;;;1
10.1007/s10704-017-0203-5;1;;;1;;;1;;;1
10.1208/s12249-016-0678-9;1;;;1;;;;;;1
10.1080/08940886.2017.1316127;;;;1;;;;;;1
10.1080/21681163.2014.994819;;;;1;;;;;;1
10.1073/pnas.1705062114;;;;1;;;;;;1
10.1021/acscatal.7b01424;1;;;1;;;;;;1
10.1186/s40679-017-0038-1;;;;1;;;;;;1
10.1080/14786435.2017.1313465;;;;1;;;;;;1
10.1073/pnas.1701885114;;;;1;;;;;;1
10.1073/pnas.1702435114;;;;1;;;;;;1
10.1038/s41598-017-05234-y;;;;1;;;1;;;1
10.1021/acs.nanolett.7b00918;;;;1;;;;;;1
10.1021/acs.jpcc.7b04289;;;;1;;;;;;1
10.1021/acsinfecdis.6b00189;;;;1;;;;;;1
10.1021/acs.biomac.7b00057;;;;1;;;;;;1
10.1371/journal.pone.0179341;;;;1;;;;;;1
10.1073/pnas.1702542114;;;;1;;;;;;1
10.1038/s41467-017-00126-1;;;;1;;;1;;;1
10.1038/s41467-017-00135-0;;;;1;;;1;;;1
10.1038/ncomms15960;;;;1;;;1;;;1
10.1038/ncomms16115;;;;1;;;1;;;1
10.1515/zkri-2017-2046;;;;1;;;;;;1
10.1002/anie.201702904;;;;1;;;;;;1
10.1016/j.electacta.2017.04.154;;;;1;;;;1;;1
10.1002/anie.201702955;;;;1;;;;;;1
10.1038/s41598-017-05582-9;;;;1;;;1;1;;1
10.1002/cssc.201700648;;;;1;;;;;;1
10.1093/nar/gkx419;;;;1;;;;;;1
10.1016/j.pbiomolbio.2017.04.005;;;;1;;;;1;;1
10.1126/science.aan0961;1;;;1;;;;;;1
10.1093/hmg/ddx238;;;;1;;;;;;1
10.1007/s00253-017-8380-8;;;;1;;;1;;;1
10.1016/j.nima.2017.04.021;;;;1;;;;1;;1
10.1038/s41598-017-03034-y;;;;1;;;1;;;1
10.1007/s12237-017-0262-x;;;;1;;;1;;;1
10.1016/j.actamat.2017.05.015;;;;1;;;;1;;1
10.1039/c8ra02913j;;;;1;;;;;;
10.1177/0539018417714418;;;;1;;;;;;1
10.1016/j.jallcom.2017.04.071;;;;1;;;;1;;1
10.1016/j.chemgeo.2017.04.005;;;;1;;;;1;;1
10.1016/j.str.2017.04.002;;;;1;;;;1;;1
10.1016/j.bbapap.2017.05.002;;;;1;;;;1;;1
10.1016/j.apcatb.2017.04.076;;;;1;;;;1;;1
10.1021/jacs.7b04444;;;;1;;;;;;1
10.1016/j.electacta.2017.05.011;;;;1;;;;1;;1
10.1016/j.jaerosci.2017.05.003;;;;1;;;;1;;1
10.1016/j.str.2017.04.006;;;;1;;;;1;;1
10.1074/jbc.m117.817130;;;;1;;;;;;
10.1038/srep43450;;;;;;;1;;;1
10.1149/2.0741709jes;;;;;;;;;;1
10.1038/nphys4157;;;;;;;1;;;1
10.1515/zkri-2016-1978;;;;;;;;;;1
10.1016/j.bbapap.2017.05.005;;;;1;;;;1;;1
10.1016/j.physletb.2017.04.079;;;;;;;;1;;1
10.1088/1361-6463/aa79dc;;;;1;;;;;;1
10.1016/j.chembiol.2017.05.014;;;;1;;;;1;;1
10.1016/j.str.2017.04.014;;;;1;;;;1;;1
10.1016/j.actamat.2017.05.029;1;;;1;;;;1;;1
10.1016/j.radphyschem.2017.05.018;;;;1;;;;1;;1
10.1016/j.jallcom.2017.05.290;;;;1;;;;1;;1
10.1016/j.actamat.2017.08.012;;;;1;;;;1;;1
10.1016/j.polymer.2017.05.057;;;;1;;;;1;;1
10.1038/nmat4937;1;;;1;;;1;;;1
10.1016/j.powtec.2017.05.033;;;;1;;;;1;;1
10.1016/j.str.2017.04.012;;;;1;;;;1;;1
10.1016/j.str.2017.04.011;;;;1;;;;1;;1
10.1021/acs.jpcc.7b04245;;;;1;;;;;;1
10.1016/j.actamat.2017.05.048;1;;;1;;;;1;;1
10.1016/j.bbagen.2017.05.021;;;;1;;;;1;;1
10.1016/j.str.2017.05.001;;;;1;;;;1;;1
10.1088/1742-6596/874/1/012025;;;;;;;;;;1
10.1016/j.actamat.2017.06.018;;;;1;;;;1;;1
10.1016/j.bbrc.2017.06.033;;;;1;;;;1;;1
10.1021/acs.langmuir.7b01136;;;;;;;;;;1
10.1016/j.dib.2017.06.016;;;;1;;;;1;;1
10.7566/jpsj.87.061008;;;;1;;;;;;
10.1002/ajpa.23222;;;;1;;;;;;1
10.1016/j.memsci.2017.06.020;;;;1;;;;1;;1
10.1016/j.bbapap.2017.06.001;;;;1;;;;1;;1
10.1016/j.jnoncrysol.2017.06.014;;;;1;;;;1;;1
10.3390/ma10080871;;;;1;;;;;;1
10.1016/j.jmb.2017.05.014;;;;1;;;;1;;1
10.1016/j.pcrysgrow.2017.04.004;;;;1;;;;1;;1
10.1016/j.jallcom.2017.06.272;;;;1;;;;1;;1
10.1016/j.bbapap.2017.07.012;;;;1;;;;1;;1
10.1016/j.apcata.2017.06.030;;;;1;;;;1;;1
10.1016/j.jnucmat.2017.06.034;;;;1;;;;1;;1
10.1016/j.str.2017.06.003;;;;1;;;;1;;1
10.1016/j.jpowsour.2017.07.082;;;;1;;;;1;;1
10.1016/j.bbrc.2017.06.156;;;;1;;;;1;;1
10.1016/j.scriptamat.2017.06.053;;;;1;;;;1;;1
10.1016/j.bbrc.2017.07.032;;;;1;;;;1;;1
10.1016/j.jallcom.2017.07.271;;;;1;;;;1;;1
10.1016/j.jelechem.2017.07.010;;;;1;;;;1;;1
10.1016/j.orgel.2017.07.012;;;;1;;;;1;;1
10.1149/2.0091710jes;;;;1;;;;;;1
10.1016/j.jnucmat.2017.07.045;;;;1;;;;1;;1
10.1016/j.diamond.2017.07.002;;;;1;;;;1;;1
10.1016/j.jnucmat.2017.07.009;;;;1;;;;1;;1
10.1016/j.str.2017.06.004;;;;1;;;;1;;1
10.1007/978-1-4939-6899-2_19;;;;1;;;1;;;1
10.1016/j.ultramic.2017.07.011;;;;1;;;;1;;1
10.1021/acs.inorgchem.7b00163;;;;;;;;;;1
10.1016/j.bbapap.2017.07.007;;;;1;;;;1;;1
10.1080/03717453.2017.1306271;;;;1;;;;;;1
10.1016/j.actamat.2017.07.015;;;;1;;;;1;;1
10.1016/j.jmmm.2017.07.079;;;;1;;;;1;;1
10.1038/s41598-017-06251-7;;;;1;;;1;1;;1
10.1063/1.4995435;;;;1;;;;;;1
10.1063/1.4995408;;;;1;;;;;;1
10.1016/j.crpv.2017.05.002;;;;1;;;;1;;1
10.1007/s00114-017-1487-z;;;;1;;;1;;;1
10.1021/jacs.7b04967;;;;1;;;;;;1
10.1038/s41598-017-06133-y;;;;1;;;1;;;1
10.1021/acs.biochem.7b00446;;;;1;;;;;;1
10.1021/acs.est.7b02157;;;;1;;;;;;1
10.1016/bs.mie.2017.03.009;;;;1;;;;1;;1
10.1088/1361-6560/aa7cd6;;;;1;;;;;;1
10.1038/cddis.2017.342;;;;1;;;1;;;1
10.1038/s41598-017-05666-6;1;;;1;;;1;;;1
10.1002/2211-5463.12259;;;;1;;;;;;1
10.1002/2211-5463.12264;;;;1;;;;;;1
10.1002/cphc.201700215;;;;1;;;;;;1
10.1101/gad.297051.117;;;;1;;;;;;1
10.1002/cphc.201700325;;;;1;;;;;;1
10.1107/s2053230x17009438;;;;1;;;;;;
10.1109/isbi.2018.8363587;1;;;1;;;;;;
10.1021/acs.nanolett.6b05208;;;;;;;;;;1
10.1063/1.4977001;;;;;;;;;;1
10.1021/acs.langmuir.6b04072;;;;;;;;;;1
10.1021/acs.jpcc.7b04555;;;;;;;;;;1
10.1038/s41598-017-10085-8;;;;1;;;1;;;1
10.1016/bs.mie.2017.04.001;;;;1;;;;1;;1
10.1038/s41598-017-06567-4;;;;1;;;1;;;1
10.1038/nature23456;;;;1;;;1;;;1
10.3389/fmats.2017.00026;;;;1;;;;;;1
10.1016/j.susc.2017.08.013;;;;1;;;;1;;1
10.1063/1.4994890;;;;1;;;;;;1
10.1111/mmi.13735;;;;1;;;;;;1
10.1016/j.chemosphere.2017.04.022;;;;1;;;;1;;1
10.1016/j.actamat.2017.08.034;1;;;1;;;;1;;1
10.7717/peerj.3496;;;;1;;;;;;1
10.1107/s1600577517016332;;;;1;;;;1;;
10.1111/jmi.12606;;;;1;;;;;;1
10.1016/j.precamres.2017.08.009;;;;1;;;;1;;1
10.1038/nsmb.3349;;;;1;;;1;;;1
10.1371/journal.pone.0183272;;;;1;;;;;;1
10.3389/fnmol.2017.00140;;;;1;;;;;;1
10.1117/12.2274232;;;;1;;;;;;1
10.1073/pnas.1706527114;;;;1;;;;;;1
10.1002/anie.201706662;;;;1;;;;;;1
10.1021/acs.cgd.7b00476;;;;1;;;;;;1
10.1111/php.12834;;;;1;;;;;;1
10.1038/s41598-017-09012-8;;;;1;;;1;;;1
10.1038/s41467-017-00512-9;;;;1;;;1;;;1
10.3389/fphys.2017.00531;;;;1;;;;;;1
10.1021/acs.inorgchem.7b01530;;;;1;;;;;;1
10.1021/acsami.7b03522;;;;;;;;;;1
10.1016/j.gca.2017.07.010;1;;;1;;;;1;;1
10.1021/acsami.6b15598;;;;1;;;;;;1
10.1021/acsami.7b05782;;;;1;;;;;;1
10.1038/s41467-017-00789-w;;;;1;;;1;;;1
10.1002/anie.201703808;;;;1;;;;;;1
10.1016/j.mechmat.2017.08.010;;;;1;;;;1;;1
10.1038/s41598-017-09900-z;;;;1;;;1;;;1
10.1038/s41598-017-09443-3;;;;1;;;1;;;1
10.1016/j.foodres.2017.08.015;;;;1;;;;1;;1
10.1038/s41598-017-09467-9;;;;1;;;1;;;1
10.1016/j.ejmech.2017.08.024;;;;1;;;;1;;1
10.1038/s41467-017-00176-5;;;;1;;;1;;;1
10.1038/s41598-017-10136-0;1;;;1;;;1;;;1
10.1016/j.nima.2017.07.070;;;;1;;;;1;;1
10.1038/s41598-017-08746-9;1;;;1;;;1;;;1
10.1016/j.biochi.2017.08.011;;;;1;;;;1;;1
10.5604/01.3001.0010.4574;;;;1;;;;;;1
10.1002/ar.23609;;;;1;;;;;;1
10.1073/pnas.1702293114;;;;1;;;;;;1
10.1016/j.neuron.2017.07.040;;;;1;;;;1;;1
10.1016/j.molcel.2017.06.036;;;;1;;;;1;;1
10.1021/acs.inorgchem.7b01102;;;;1;;;;;;1
10.1039/c7cp07989c;;;;1;;;;;;
10.1073/pnas.1712078114;;;;1;;;;;;1
10.1021/jacs.7b00181;;;;1;;;;;;1
10.3389/fimmu.2017.00884;;;;1;;;;;;1
10.1002/chem.201702894;;;;1;;;;;;1
10.1002/open.201700101;;;;1;;;;;;1
10.1021/acs.jpca.7b05492;;;;1;;;;;;1
10.1126/sciadv.1701440;;;;1;;;;;;1
10.1063/1.4998163;;;;1;;;;;;1
10.1021/acschembio.7b00304;;;;1;;;;;;1
10.1007/978-3-319-61491-5_10;;;;1;;;1;;;1
10.1107/s1600576718002820;;;;1;;;;;;
10.1016/j.str.2017.07.015;;;;1;;;;1;;1
10.1038/s41598-017-09460-2;;;;1;;;1;;;1
10.1038/ncomms14671;;;;1;;;1;;;1
10.1021/acscatal.7b02182;;;;1;;;;;;1
10.1021/acs.jpcc.7b05090;;;;1;;;;;;1
10.1038/nchembio.2333;;;;1;;;1;;;1
10.1111/all.13111;;;;1;;;;;;1
10.1021/acs.inorgchem.7b00752;;;;1;;;;;;1
10.1155/2017/6849139;;;;1;;;;;;1
10.1021/acs.jpcc.7b05994;;;;1;;;;;;1
10.1021/acs.langmuir.7b01266;;;;1;;;;;;1
10.1021/acs.jpclett.7b01244;;;;1;;;;;;1
10.1021/acs.jpcc.7b05037;;;;1;;;;;;1
10.1021/acs.est.6b06528;;;;1;;;;;;1
10.1038/s41598-017-10689-0;;;;1;;;1;;;1
10.1016/j.mattod.2017.06.001;1;;;1;;;;1;;1
10.1021/acs.nanolett.6b04852;1;;;1;;;;;;1
10.1074/jbc.ra118.002251;1;;;1;;;;;;
10.1063/1.4974202;;;;;;;;;;1
10.1088/1742-6596/848/1/012018;;;;;;;;;;1
10.1038/nphys4190;;;;;;;1;;;1
10.1021/acsnano.7b02394;;;;1;;;;;;1
10.5194/tc-11-1465-2017;;;;1;;;;;;1
10.1021/acs.jpcb.7b01057;;;;1;;;;;;1
10.1002/chem.201702489;;;;1;;;;;;1
10.1007/s00253-017-8445-8;;;;1;;;1;;;1
10.1002/anie.201703074;;;;1;;;;;;1
10.1073/pnas.1703682114;;;;1;;;;;;1
10.5334/dsj-2017-038;;;;1;;;;;;1
10.1021/acs.chemrev.6b00831;1;;;1;;;;;;1
10.1063/1.4999649;;;;1;;;;;;1
10.1039/c7sc04863g;;;;1;;;;;;
10.1073/pnas.1620454114;1;;;1;;;;;;1
10.1117/12.2275739;;;;1;;;;;;1
10.1088/1742-6596/874/1/012088;;;;;;;;;;1
10.1073/pnas.1710850114;;;;1;;;;;;1
10.1021/acs.biochem.7b00317;;;;1;;;;;;1
10.1088/1758-5090/aa8859;;;;1;;;;;;1
10.1007/s00396-017-4172-z;;;;1;;;1;;;1
10.1016/j.chemgeo.2017.06.039;;;;1;;;;1;;1
10.1016/j.clay.2017.08.006;;;;1;;;;1;;1
10.1038/nchembio.2270;;;;1;;;1;;;1
10.1007/s00269-017-0902-5;;;;1;;;1;;;1
